usage_month,feature_name,usage_events,accounts,usage_count,errors,beta_events
2024-04-01,feature_4,33,33,332,20,2
2024-04-01,feature_40,21,21,206,28,1
2024-04-01,feature_5,25,25,252,13,4
2024-04-01,feature_6,24,24,231,8,0
2024-04-01,feature_7,26,25,218,10,3
2024-04-01,feature_8,23,22,231,13,2
2024-04-01,feature_9,30,30,296,31,3
2024-05-01,feature_1,32,28,317,16,6
2024-05-01,feature_10,19,19,212,15,2
2024-05-01,feature_11,28,28,270,18,5
2024-05-01,feature_12,24,24,217,22,2
2024-05-01,feature_13,21,20,220,20,1
2024-05-01,feature_14,24,23,241,16,2
2024-05-01,feature_15,28,28,285,11,1
2024-05-01,feature_16,25,25,261,11,2
2024-05-01,feature_17,30,29,298,19,8
2024-05-01,feature_18,28,25,311,16,4
2024-05-01,feature_19,39,37,398,22,7
2024-05-01,feature_2,29,29,280,18,3
2024-05-01,feature_20,25,22,253,6,3
2024-05-01,feature_21,17,17,164,11,0
2024-05-01,feature_22,28,27,316,14,0
2024-05-01,feature_23,12,12,121,4,0
2024-05-01,feature_24,27,27,270,15,4
2024-05-01,feature_25,17,17,179,6,2
2024-05-01,feature_26,20,20,231,9,1
2024-05-01,feature_27,33,31,351,25,2
2024-05-01,feature_28,27,24,307,5,2
2024-05-01,feature_29,22,22,222,11,1
2024-05-01,feature_3,37,37,348,15,5
2024-05-01,feature_30,25,25,244,22,2
2024-05-01,feature_31,34,33,319,21,2
2024-05-01,feature_32,33,33,366,11,2
2024-05-01,feature_33,25,24,249,18,2
2024-05-01,feature_34,21,21,214,11,1
2024-05-01,feature_35,30,30,298,23,8
2024-05-01,feature_36,32,32,301,25,4
2024-05-01,feature_37,19,19,193,9,3
2024-05-01,feature_38,38,37,362,19,2
2024-05-01,feature_39,26,24,250,20,0
2024-05-01,feature_4,23,23,240,15,2
2024-05-01,feature_40,21,21,241,22,4
2024-05-01,feature_5,20,20,196,13,1
2024-05-01,feature_6,23,22,243,5,4
2024-05-01,feature_7,22,22,209,20,4
2024-05-01,feature_8,25,25,267,8,1
2024-05-01,feature_9,31,29,288,26,5
2024-06-01,feature_1,26,26,289,11,2
2024-06-01,feature_10,22,22,199,10,3
2024-06-01,feature_11,22,21,209,14,2
2024-06-01,feature_12,22,22,232,14,1
2024-06-01,feature_13,27,27,262,10,5
2024-06-01,feature_14,21,21,209,16,4
2024-06-01,feature_15,24,23,239,13,1
2024-06-01,feature_16,24,24,227,11,3
2024-06-01,feature_17,20,20,194,5,3
2024-06-01,feature_18,26,26,245,20,4
2024-06-01,feature_19,27,27,252,26,4
2024-06-01,feature_2,23,23,252,17,4
2024-06-01,feature_20,25,25,249,17,2
2024-06-01,feature_21,25,25,272,3,1
2024-06-01,feature_22,31,31,308,10,5
2024-06-01,feature_23,20,19,192,14,3
2024-06-01,feature_24,21,21,192,7,3
2024-06-01,feature_25,20,20,203,14,0
2024-06-01,feature_26,22,22,233,11,3
2024-06-01,feature_27,17,17,165,3,2
2024-06-01,feature_28,30,29,270,17,0
2024-06-01,feature_29,25,25,263,13,2
2024-06-01,feature_3,18,18,169,14,2
2024-06-01,feature_30,21,21,206,14,0
2024-06-01,feature_31,38,37,399,9,4
2024-06-01,feature_32,21,20,205,10,1
2024-06-01,feature_33,27,27,257,12,2
2024-06-01,feature_34,30,29,297,16,5
2024-06-01,feature_35,29,28,286,17,1
2024-06-01,feature_36,37,37,377,24,5
2024-06-01,feature_37,35,33,358,20,4
2024-06-01,feature_38,16,16,183,4,2
2024-06-01,feature_39,30,30,273,19,5
2024-06-01,feature_4,15,14,159,5,0
2024-06-01,feature_40,36,36,353,27,6
2024-06-01,feature_5,34,32,335,13,3
2024-06-01,feature_6,25,25,275,11,2
2024-06-01,feature_7,26,25,286,8,1
2024-06-01,feature_8,29,29,292,13,4
2024-06-01,feature_9,26,25,240,27,1
2024-07-01,feature_1,22,22,228,14,3
2024-07-01,feature_10,20,20,179,14,3
2024-07-01,feature_11,24,23,236,5,7
2024-07-01,feature_12,34,33,337,24,4
2024-07-01,feature_13,24,23,242,17,1
2024-07-01,feature_14,30,30,266,18,2
2024-07-01,feature_15,24,23,261,13,4
2024-07-01,feature_16,23,23,250,10,2
2024-07-01,feature_17,18,18,160,9,1
2024-07-01,feature_18,28,27,295,28,5
2024-07-01,feature_19,27,26,268,12,3
2024-07-01,feature_2,29,29,265,8,1
2024-07-01,feature_20,23,22,231,12,4
2024-07-01,feature_21,29,29,278,25,1
2024-07-01,feature_22,26,26,263,13,3
2024-07-01,feature_23,29,29,279,20,2
2024-07-01,feature_24,33,33,358,18,1
2024-07-01,feature_25,29,29,281,14,3
2024-07-01,feature_26,27,26,254,27,1
2024-07-01,feature_27,26,26,271,24,2
2024-07-01,feature_28,24,24,264,17,1
2024-07-01,feature_29,29,29,275,17,6
2024-07-01,feature_3,18,17,173,13,2
2024-07-01,feature_30,27,27,295,8,4
2024-07-01,feature_31,25,24,245,12,3
2024-07-01,feature_32,39,38,396,20,5
2024-07-01,feature_33,29,29,281,12,5
2024-07-01,feature_34,32,29,300,22,2
2024-07-01,feature_35,30,29,299,15,4
2024-07-01,feature_36,22,22,211,17,1
2024-07-01,feature_37,27,27,256,10,4
2024-07-01,feature_38,28,27,282,19,3
2024-07-01,feature_39,33,33,337,23,3
2024-07-01,feature_4,30,29,306,20,1
2024-07-01,feature_40,24,23,228,14,2
2024-07-01,feature_5,20,20,206,12,4
2024-07-01,feature_6,32,32,322,20,5
2024-07-01,feature_7,31,30,332,31,4
2024-07-01,feature_8,19,19,170,9,4
2024-07-01,feature_9,24,24,221,20,3
2024-08-01,feature_1,28,28,305,15,3
2024-08-01,feature_10,27,27,270,8,3
2024-08-01,feature_11,29,28,307,8,4
2024-08-01,feature_12,28,27,281,26,3
2024-08-01,feature_13,25,24,239,8,2
2024-08-01,feature_14,21,20,187,10,0
2024-08-01,feature_15,26,25,240,9,2
2024-08-01,feature_16,25,25,236,18,1
2024-08-01,feature_17,27,27,292,15,4
2024-08-01,feature_18,19,18,193,9,0
2024-08-01,feature_19,21,20,223,9,4
2024-08-01,feature_2,30,30,286,14,3
2024-08-01,feature_20,26,26,266,18,4
2024-08-01,feature_21,26,26,256,18,3
2024-08-01,feature_22,27,26,251,15,3
2024-08-01,feature_23,33,32,324,21,6
2024-08-01,feature_24,22,22,211,11,2
2024-08-01,feature_25,35,32,350,17,1
2024-08-01,feature_26,22,20,204,17,4
2024-08-01,feature_27,36,35,356,19,5
2024-08-01,feature_28,27,27,295,24,2
2024-08-01,feature_29,17,17,178,9,1
2024-08-01,feature_3,25,25,230,9,2
2024-08-01,feature_30,27,27,266,18,4
2024-08-01,feature_31,29,29,294,15,1
2024-08-01,feature_32,29,29,272,6,2
2024-08-01,feature_33,32,30,330,8,4
2024-08-01,feature_34,30,30,310,33,2
2024-08-01,feature_35,21,20,215,15,2
2024-08-01,feature_36,33,32,333,19,6
2024-08-01,feature_37,18,18,177,6,1
2024-08-01,feature_38,32,32,318,8,5
2024-08-01,feature_39,27,27,241,11,4
2024-08-01,feature_4,25,25,251,12,7
2024-08-01,feature_40,34,34,348,22,5
2024-08-01,feature_5,21,21,213,7,1
2024-08-01,feature_6,31,30,322,17,2
2024-08-01,feature_7,28,27,290,12,2
2024-08-01,feature_8,25,24,239,13,3
2024-08-01,feature_9,16,16,160,6,0
2024-09-01,feature_1,18,17,172,16,1
2024-09-01,feature_10,27,27,304,10,3
2024-09-01,feature_11,27,27,285,16,1
2024-09-01,feature_12,32,32,313,15,3
2024-09-01,feature_13,26,25,272,12,2
2024-09-01,feature_14,30,30,290,15,4
2024-09-01,feature_15,23,22,214,15,4
2024-09-01,feature_16,26,25,272,15,3
2024-09-01,feature_17,27,27,289,11,2
2024-09-01,feature_18,24,24,226,16,2
2024-09-01,feature_19,18,18,170,18,1
2024-09-01,feature_2,27,27,284,10,4
2024-09-01,feature_20,32,31,313,17,6
2024-09-01,feature_21,17,17,178,3,1
2024-09-01,feature_22,24,22,253,26,1
2024-09-01,feature_23,23,21,212,10,3
2024-09-01,feature_24,26,26,266,16,1
2024-09-01,feature_25,29,29,274,13,1
2024-09-01,feature_26,33,31,315,23,4
2024-09-01,feature_27,25,23,254,16,1
2024-09-01,feature_28,26,26,246,15,4
2024-09-01,feature_29,28,26,274,17,4
2024-09-01,feature_3,22,22,235,11,2
2024-09-01,feature_30,22,22,225,13,2
2024-09-01,feature_31,29,27,299,23,4
2024-09-01,feature_32,29,29,334,7,3
2024-09-01,feature_33,21,21,213,9,0
2024-09-01,feature_34,29,29,268,17,4
2024-09-01,feature_35,24,23,218,12,4
2024-09-01,feature_36,33,27,315,12,1
2024-09-01,feature_37,24,23,244,15,0
2024-09-01,feature_38,24,24,242,17,1
2024-09-01,feature_39,26,26,270,21,2
2024-09-01,feature_4,33,33,307,16,6
2024-09-01,feature_40,27,25,259,16,5
2024-09-01,feature_5,16,16,143,5,2
2024-09-01,feature_6,31,28,318,11,2
2024-09-01,feature_7,23,23,222,10,1
2024-09-01,feature_8,20,20,221,12,1
2024-09-01,feature_9,19,18,186,12,3
2024-10-01,feature_1,27,26,267,14,1
2024-10-01,feature_10,30,27,309,6,1
2024-10-01,feature_11,34,33,342,17,3
2024-10-01,feature_12,35,33,349,16,4
2024-10-01,feature_13,24,23,232,7,3
2024-10-01,feature_14,31,29,285,11,3
2024-10-01,feature_15,35,35,378,13,4
2024-10-01,feature_16,20,20,220,11,0
2024-10-01,feature_17,14,14,128,9,0
2024-10-01,feature_18,26,26,229,25,2
2024-10-01,feature_19,39,38,377,38,4
2024-10-01,feature_2,26,26,277,9,2
2024-10-01,feature_20,36,35,353,22,4
2024-10-01,feature_21,31,29,314,6,4
2024-10-01,feature_22,34,32,359,25,1
2024-10-01,feature_23,22,21,223,10,2
2024-10-01,feature_24,28,28,258,16,5
2024-10-01,feature_25,26,25,260,6,2
2024-10-01,feature_26,34,33,345,21,1
2024-10-01,feature_27,22,22,236,7,1
2024-10-01,feature_28,34,31,376,14,5
2024-10-01,feature_29,32,32,295,14,1
2024-10-01,feature_3,34,34,361,23,8
2024-10-01,feature_30,27,25,309,22,4
2024-10-01,feature_31,27,27,262,11,4
2024-10-01,feature_32,30,29,319,8,3
2024-10-01,feature_33,25,25,236,11,4
2024-10-01,feature_34,32,32,333,10,2
2024-10-01,feature_35,19,19,197,12,2
2024-10-01,feature_36,32,32,309,8,4
2024-10-01,feature_37,23,23,231,11,2
2024-10-01,feature_38,40,38,398,22,3
2024-10-01,feature_39,20,19,216,8,1
2024-10-01,feature_4,33,32,318,22,3
2024-10-01,feature_40,27,27,271,13,5
2024-10-01,feature_5,20,20,206,19,2
2024-10-01,feature_6,27,26,250,26,2
2024-10-01,feature_7,28,26,265,6,1
2024-10-01,feature_8,26,25,295,8,4
2024-10-01,feature_9,27,27,262,13,2
2024-11-01,feature_1,23,22,232,9,2
2024-11-01,feature_10,22,22,237,18,1
2024-11-01,feature_11,23,23,229,14,1
2024-11-01,feature_12,25,23,239,24,8
2024-11-01,feature_13,24,23,252,10,2
2024-11-01,feature_14,33,31,342,16,3
2024-11-01,feature_15,20,19,215,7,3
2024-11-01,feature_16,30,30,279,19,2
2024-11-01,feature_17,34,32,349,9,0
2024-11-01,feature_18,24,24,235,15,3
2024-11-01,feature_19,21,20,206,11,2
2024-11-01,feature_2,30,28,330,9,3
2024-11-01,feature_20,27,26,283,16,3
2024-11-01,feature_21,24,24,261,25,2
2024-11-01,feature_22,21,21,211,14,4
2024-11-01,feature_23,28,26,269,16,3
2024-11-01,feature_24,21,20,210,8,2
2024-11-01,feature_25,32,31,325,26,2
2024-11-01,feature_26,22,21,239,11,3
2024-11-01,feature_27,23,23,250,15,3
2024-11-01,feature_28,28,27,281,16,4
2024-11-01,feature_29,22,22,235,5,1
2024-11-01,feature_3,15,14,165,4,1
2024-11-01,feature_30,21,21,203,10,2
2024-11-01,feature_31,22,22,206,14,2
2024-11-01,feature_32,18,18,197,8,2
2024-11-01,feature_33,29,26,306,16,4
2024-11-01,feature_34,27,27,289,6,2
2024-11-01,feature_35,25,24,240,10,0
2024-11-01,feature_36,28,27,286,15,1
2024-11-01,feature_37,22,21,221,15,4
2024-11-01,feature_38,36,36,345,25,2
2024-11-01,feature_39,26,25,254,12,5
2024-11-01,feature_4,31,30,293,22,4
2024-11-01,feature_40,22,22,239,14,4
2024-11-01,feature_5,20,20,176,9,1
2024-11-01,feature_6,25,24,240,6,5
2024-11-01,feature_7,23,23,232,12,2
2024-11-01,feature_8,17,17,174,9,0
2024-11-01,feature_9,27,27,264,17,4
2024-12-01,feature_1,28,26,269,20,6
2024-12-01,feature_10,31,29,293,17,1
2024-12-01,feature_11,27,26,280,12,3
2024-12-01,feature_12,35,33,343,12,4
2024-12-01,feature_13,30,30,306,11,2
2024-12-01,feature_14,25,25,256,13,2
2024-12-01,feature_15,28,28,280,24,1
2024-12-01,feature_16,32,31,345,21,0
2024-12-01,feature_17,30,29,287,17,1
2024-12-01,feature_18,22,22,211,4,3
2024-12-01,feature_19,23,23,229,9,2
2024-12-01,feature_2,28,28,314,30,3
2024-12-01,feature_20,28,28,273,13,0
2024-12-01,feature_21,29,28,292,14,0
2024-12-01,feature_22,31,30,292,22,2
2024-12-01,feature_23,27,27,276,5,3
2024-12-01,feature_24,20,19,186,20,3
2024-12-01,feature_25,29,29,279,13,5
2024-12-01,feature_26,24,24,256,15,2
2024-12-01,feature_27,26,25,253,7,1
2024-12-01,feature_28,24,24,248,4,1
2024-12-01,feature_29,25,23,238,18,4
2024-12-01,feature_3,21,20,192,22,0
2024-12-01,feature_30,24,24,222,13,1
2024-12-01,feature_31,24,23,245,17,1
2024-12-01,feature_32,25,24,274,24,3
2024-12-01,feature_33,22,22,223,7,3
2024-12-01,feature_34,23,23,244,4,1
2024-12-01,feature_35,35,34,330,18,2
2024-12-01,feature_36,17,16,151,18,4
2024-12-01,feature_37,23,23,233,7,2
2024-12-01,feature_38,28,27,279,10,2
2024-12-01,feature_39,31,30,312,9,3
2024-12-01,feature_4,24,24,246,17,5
2024-12-01,feature_40,29,29,302,17,4
2024-12-01,feature_5,34,34,349,13,6
2024-12-01,feature_6,30,28,281,20,5
2024-12-01,feature_7,31,31,304,12,2
2024-12-01,feature_8,27,27,292,12,1
2024-12-01,feature_9,26,26,253,14,5
