account_id,account_name,industry,country,referral_source,plan_tier,seats,is_trial,churn_flag,signup_date,signup_month,tenure_days,n_churn_events,has_churn_event,first_churn_date,signup_quarter,tenure_bucket,first_trial_start,trial_converted,n_subscriptions,n_paid_subscriptions,n_trial_subscriptions,n_ended_subscriptions,n_upgrades,n_downgrades,annual_share,auto_renew_share,lifetime_mrr_booked,has_trial_subscription,any_upgrade,any_downgrade,highest_plan_tier,n_active_subscriptions,mrr_at_snapshot,paid_seats_at_snapshot,usage_events,total_usage_count,distinct_features,total_errors,beta_event_share,total_duration_hours,avg_minutes_per_event,error_rate,n_tickets,n_escalations,n_high_urgent_tickets,avg_resolution_hours,avg_first_response_minutes,csat_responses,avg_satisfaction,any_escalation,ticket_bucket,breadth_quartile,usage_quartile,snapshot_date,engagement_segment,high_friction
A-65aeb5,Company_120,DevTools,US,partner,Pro,9,False,False,2024-01-25,2024-01-01,341,2,True,2024-02-27,2024Q1,6-12 months,2024-05-11,True,12,11,1,3,0,1,0.5,0.75,34392,True,False,True,Enterprise,9,19893,147,55,533,30,40,0.05454545454545454,41.120555555555555,44.85878787878788,0.075046904315197,2.0,0.0,1.0,42.5,159.5,1.0,5.0,False,1-2,Q3,Q3,2024-12-31,Engaged Accounts,True
A-e2cd1b,Company_121,DevTools,US,other,Enterprise,15,False,False,2024-02-04,2024-02-01,331,0,False,,2024Q1,6-12 months,2024-06-24,True,9,7,2,0,1,0,0.5555555555555556,1.0,12548,True,True,False,Enterprise,9,12548,272,49,465,29,18,0.14285714285714285,38.34527777777778,46.95340136054422,0.03870967741935484,5.0,0.0,3.0,37.8,76.0,4.0,4.0,False,5-6,Q3,Q2,2024-12-31,Casual Accounts,False
A-180abf,Company_122,DevTools,US,event,Pro,64,False,True,2023-08-14,2023-08-01,505,5,True,2023-12-04,2023Q3,12-18 months,2024-01-17,True,9,7,2,2,2,0,0.4444444444444444,0.7777777777777778,37312,True,True,False,Enterprise,7,24576,384,48,499,29,28,0.10416666666666667,37.84722222222222,47.30902777777778,0.056112224448897796,3.0,0.0,0.0,36.333333333333336,62.333333333333336,1.0,3.0,False,3-4,Q3,Q3,2024-12-31,Engaged Accounts,False
A-f17767,Company_123,DevTools,US,event,Enterprise,1,True,True,2023-01-30,2023-01-01,701,1,True,2023-05-03,2023Q1,18-24 months,,,14,14,0,2,3,1,0.35714285714285715,0.9285714285714286,16139,False,True,True,Enterprise,12,14914,166,69,713,35,38,0.057971014492753624,58.049166666666665,50.47753623188406,0.05329593267882188,3.0,1.0,2.0,36.333333333333336,115.0,2.0,4.0,True,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-5a184f,Company_124,DevTools,DE,other,Enterprise,1,False,True,2023-06-19,2023-06-01,561,3,True,2023-07-23,2023Q2,18-24 months,2023-08-31,True,10,9,1,1,0,1,0.6,1.0,20683,True,False,True,Enterprise,9,19999,211,57,587,30,29,0.03508771929824561,48.785833333333336,51.353508771929825,0.049403747870528106,3.0,0.0,1.0,15.333333333333334,42.333333333333336,3.0,4.333333333333333,False,3-4,Q3,Q3,2024-12-31,Engaged Accounts,False
A-7df7a7,Company_125,DevTools,US,organic,Basic,7,False,True,2023-01-28,2023-01-01,703,1,True,2024-07-10,2023Q1,18-24 months,2023-03-03,True,15,13,2,1,0,2,0.4,0.8,29155,True,False,True,Enterprise,14,26568,162,91,922,36,47,0.10989010989010989,71.33638888888889,47.03498168498168,0.0509761388286334,3.0,1.0,3.0,28.0,93.0,3.0,4.0,True,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-1ac5e0,Company_126,DevTools,US,event,Basic,33,False,True,2024-10-20,2024-10-01,72,0,False,,2024Q4,0-6 months,2024-11-24,True,10,7,3,0,0,0,0.3,0.5,18249,True,False,False,Enterprise,10,18249,231,56,558,31,31,0.125,46.64,49.97142857142857,0.05555555555555555,7.0,0.0,4.0,40.42857142857143,76.0,5.0,3.8,False,7+,Q3,Q3,2024-12-31,Engaged Accounts,False
A-52dd88,Company_127,Cybersecurity,US,ads,Pro,23,False,False,2023-02-21,2023-02-01,679,0,False,,2023Q1,18-24 months,2023-12-15,True,11,10,1,0,1,0,0.6363636363636364,0.6363636363636364,16592,True,True,False,Enterprise,11,16592,248,50,516,28,33,0.08,50.228611111111114,60.27433333333333,0.06395348837209303,1.0,0.0,0.0,72.0,111.0,0.0,,False,1-2,Q3,Q3,2024-12-31,Engaged Accounts,False
A-bece89,Company_128,Cybersecurity,IN,event,Pro,26,False,False,2023-12-01,2023-12-01,396,2,True,2023-12-16,2023Q4,12-18 months,,,6,6,0,0,1,0,0.6666666666666666,0.6666666666666666,19250,False,True,False,Enterprise,6,19250,170,19,176,16,13,0.10526315789473684,13.364444444444445,42.203508771929826,0.07386363636363637,4.0,1.0,2.0,32.5,103.75,3.0,4.0,True,3-4,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-029f69,Company_129,Cybersecurity,CA,event,Basic,3,False,False,2024-03-07,2024-03-01,299,3,True,2024-06-17,2024Q1,6-12 months,2024-08-11,True,16,14,2,3,2,0,0.6875,0.625,14638,True,True,False,Enterprise,13,13324,166,84,789,37,42,0.10714285714285714,67.02083333333333,47.87202380952381,0.053231939163498096,2.0,0.0,1.0,42.0,108.0,1.0,3.0,False,1-2,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-5c046d,Company_130,EdTech,FR,partner,Basic,93,False,False,2024-07-06,2024-07-01,178,0,False,,2024Q3,0-6 months,,,8,8,0,0,0,0,0.625,0.75,83886,False,False,False,Enterprise,8,83886,744,46,475,27,23,0.10869565217391304,35.535,46.35,0.04842105263157895,1.0,0.0,0.0,13.0,128.0,1.0,3.0,False,1-2,Q2,Q2,2024-12-31,Casual Accounts,False
A-fb186e,Company_131,EdTech,IN,organic,Basic,29,False,False,2024-10-27,2024-10-01,65,0,False,,2024Q4,0-6 months,2024-11-16,True,3,1,2,0,0,0,0.6666666666666666,0.6666666666666666,5771,True,False,False,Enterprise,3,5771,29,20,207,15,7,0.15,20.04722222222222,60.141666666666666,0.033816425120772944,6.0,0.0,2.0,26.166666666666668,81.0,3.0,3.6666666666666665,False,5-6,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-ae052e,Company_132,FinTech,CA,other,Basic,39,False,False,2023-09-11,2023-09-01,477,4,True,2023-10-07,2023Q3,12-18 months,2024-01-22,True,6,4,2,3,1,1,0.3333333333333333,1.0,7693,True,True,True,Pro,3,3822,78,29,300,24,12,0.20689655172413793,24.550833333333333,50.7948275862069,0.04,4.0,0.0,2.0,31.25,60.5,2.0,4.0,False,3-4,Q2,Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-9f9299,Company_133,FinTech,US,organic,Enterprise,28,True,False,2023-09-02,2023-09-01,486,2,True,2024-03-24,2023Q3,12-18 months,,,15,15,0,3,0,0,0.4666666666666667,0.6,42403,False,False,False,Enterprise,12,34087,373,85,830,37,54,0.11764705882352941,71.79583333333333,50.67941176470588,0.06506024096385542,5.0,0.0,2.0,36.2,116.2,1.0,5.0,False,5-6,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-96e141,Company_134,DevTools,UK,partner,Basic,14,False,False,2023-08-12,2023-08-01,507,2,True,2024-07-22,2023Q3,12-18 months,2023-10-14,True,7,6,1,1,0,0,0.2857142857142857,1.0,15468,True,False,False,Enterprise,6,15183,117,36,346,26,19,0.05555555555555555,22.663055555555555,37.77175925925926,0.05491329479768786,5.0,0.0,3.0,32.8,68.4,3.0,4.333333333333333,False,5-6,Q2,Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-117171,Company_135,HealthTech,FR,organic,Basic,45,False,True,2024-09-12,2024-09-01,110,3,True,2024-10-13,2024Q3,0-6 months,2024-10-20,True,5,3,2,1,0,1,0.4,1.0,12015,True,False,True,Enterprise,4,9810,90,21,208,15,11,0.047619047619047616,16.628888888888888,47.511111111111106,0.052884615384615384,6.0,1.0,2.0,32.5,68.33333333333333,3.0,3.6666666666666665,True,5-6,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-313be3,Company_136,EdTech,US,partner,Enterprise,47,True,False,2023-11-15,2023-11-01,412,2,True,2023-12-09,2023Q4,12-18 months,2023-11-25,True,11,5,6,0,1,0,0.6363636363636364,0.7272727272727273,19006,True,True,False,Enterprise,11,19006,244,57,560,33,40,0.05263157894736842,45.706944444444446,48.1125730994152,0.07142857142857142,4.0,1.0,3.0,22.5,80.25,1.0,5.0,True,3-4,Q4 (highest),Q3,2024-12-31,Engaged Accounts,True
A-671f31,Company_137,DevTools,US,ads,Basic,59,False,False,2024-11-24,2024-11-01,37,0,False,,2024Q4,0-6 months,2024-12-28,False,6,5,1,0,0,1,0.8333333333333334,0.8333333333333334,30385,True,False,True,Enterprise,6,30385,295,17,167,13,16,0.0,12.069166666666666,42.597058823529416,0.09580838323353294,7.0,0.0,5.0,33.0,78.0,5.0,4.2,False,7+,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-bbc346,Company_138,FinTech,US,partner,Enterprise,19,False,False,2024-08-29,2024-08-01,124,2,True,2024-10-31,2024Q3,0-6 months,2024-09-27,True,13,10,3,2,3,2,0.6923076923076923,0.8461538461538461,33122,True,True,True,Enterprise,11,32142,258,62,650,34,37,0.0967741935483871,49.82666666666667,48.21935483870968,0.05692307692307692,3.0,0.0,1.0,45.333333333333336,102.66666666666667,2.0,4.5,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-c16101,Company_139,EdTech,IN,other,Basic,7,False,False,2024-09-06,2024-09-01,116,2,True,2024-11-13,2024Q3,0-6 months,,,10,10,0,0,1,1,0.4,0.9,12422,False,True,True,Enterprise,10,12422,158,55,561,31,29,0.16363636363636364,51.66222222222222,56.35878787878788,0.05169340463458111,4.0,1.0,4.0,28.0,82.0,1.0,5.0,True,3-4,Q3,Q3,2024-12-31,Engaged Accounts,True
A-50f3f7,Company_140,HealthTech,US,partner,Basic,31,False,True,2023-12-22,2023-12-01,375,0,False,,2023Q4,12-18 months,2024-05-13,True,15,13,2,0,0,2,0.6,0.8666666666666667,44077,True,False,True,Enterprise,15,44077,523,72,685,30,45,0.09722222222222222,57.47027777777778,47.891898148148144,0.06569343065693431,6.0,1.0,2.0,37.833333333333336,67.83333333333333,3.0,5.0,True,5-6,Q3,Q4 (highest),2024-12-31,Engaged Accounts,True
A-7da956,Company_141,Cybersecurity,US,event,Pro,13,True,False,2024-06-02,2024-06-01,212,0,False,,2024Q2,6-12 months,2024-06-15,True,12,9,3,2,1,2,0.5,0.9166666666666666,10963,True,True,True,Enterprise,10,7930,100,51,543,28,35,0.0784313725490196,41.78638888888889,49.16045751633987,0.06445672191528545,3.0,0.0,1.0,32.666666666666664,88.0,1.0,5.0,False,3-4,Q3,Q3,2024-12-31,Engaged Accounts,False
A-019782,Company_142,DevTools,FR,event,Enterprise,11,False,False,2023-04-19,2023-04-01,622,0,False,,2023Q2,18-24 months,2024-02-22,True,9,7,2,1,1,0,0.7777777777777778,0.6666666666666666,8353,True,True,False,Enterprise,8,5169,81,55,562,28,30,0.05454545454545454,44.68,48.74181818181818,0.05338078291814947,2.0,0.0,2.0,10.0,107.0,1.0,3.0,False,1-2,Q3,Q3,2024-12-31,Engaged Accounts,False
A-df10db,Company_143,DevTools,US,other,Enterprise,2,True,False,2023-06-06,2023-06-01,574,2,True,2024-05-19,2023Q2,18-24 months,2024-07-02,True,11,10,1,1,2,0,0.36363636363636365,0.8181818181818182,11730,True,True,False,Enterprise,10,11464,106,64,697,31,40,0.03125,59.715555555555554,55.983333333333334,0.05738880918220947,2.0,1.0,0.0,68.5,86.5,2.0,3.0,True,1-2,Q3,Q4 (highest),2024-12-31,Engaged Accounts,True
A-3932db,Company_144,HealthTech,CA,other,Pro,19,True,True,2023-10-04,2023-10-01,454,0,False,,2023Q4,12-18 months,2024-07-24,True,9,6,3,1,2,1,0.2222222222222222,1.0,14087,True,True,True,Enterprise,8,14087,173,46,434,28,28,0.08695652173913043,37.48972222222222,48.89963768115942,0.06451612903225806,6.0,0.0,3.0,41.0,86.5,3.0,4.333333333333333,False,5-6,Q3,Q2,2024-12-31,Casual Accounts,False
A-4f18f0,Company_145,DevTools,CA,other,Pro,24,True,False,2024-04-21,2024-04-01,254,2,True,2024-05-27,2024Q2,6-12 months,2024-04-25,True,12,10,2,3,0,1,0.4166666666666667,0.75,30264,True,False,True,Enterprise,9,29333,227,57,544,33,25,0.10526315789473684,46.68083333333333,49.137719298245614,0.04595588235294118,5.0,0.0,2.0,39.2,61.4,4.0,4.0,False,5-6,Q4 (highest),Q3,2024-12-31,Engaged Accounts,False
A-4c6f11,Company_146,FinTech,CA,organic,Pro,24,True,True,2023-11-27,2023-11-01,400,2,True,2024-06-29,2023Q4,12-18 months,,,5,5,0,0,0,1,0.4,0.6,7586,False,False,True,Enterprise,5,7586,134,24,268,20,4,0.041666666666666664,23.570833333333333,58.927083333333336,0.014925373134328358,3.0,0.0,3.0,44.666666666666664,63.0,3.0,4.333333333333333,False,3-4,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-8ae05d,Company_147,FinTech,IN,other,Enterprise,86,False,False,2024-04-06,2024-04-01,269,1,True,2024-08-30,2024Q2,6-12 months,2024-06-09,True,7,5,2,1,0,0,0.42857142857142855,0.7142857142857143,26230,True,False,False,Enterprise,6,9116,344,20,203,16,10,0.05,21.512777777777778,64.53833333333334,0.04926108374384237,1.0,0.0,1.0,47.0,48.0,1.0,4.0,False,1-2,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-b78bf8,Company_148,DevTools,US,event,Pro,33,False,False,2024-11-15,2024-11-01,46,1,True,2024-12-06,2024Q4,0-6 months,2024-12-18,True,8,7,1,0,1,1,0.25,1.0,22423,True,True,True,Enterprise,8,22423,247,42,421,24,11,0.16666666666666666,34.38944444444444,49.12777777777777,0.026128266033254157,5.0,0.0,3.0,24.2,88.8,5.0,4.2,False,5-6,Q2,Q2,2024-12-31,Casual Accounts,False
A-eafc6e,Company_149,DevTools,US,partner,Pro,27,False,True,2023-07-06,2023-07-01,544,2,True,2023-07-31,2023Q3,18-24 months,2024-09-28,False,7,5,2,0,0,0,0.2857142857142857,0.8571428571428571,16229,True,False,False,Enterprise,7,16229,191,32,300,23,15,0.09375,25.060555555555556,46.98854166666667,0.05,1.0,0.0,0.0,64.0,136.0,0.0,,False,1-2,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-37f969,Company_150,HealthTech,IN,partner,Enterprise,30,False,False,2023-10-14,2023-10-01,444,4,True,2024-02-12,2023Q4,12-18 months,,,8,8,0,0,2,0,0.375,0.75,22959,False,True,False,Enterprise,8,22959,261,32,312,25,14,0.15625,29.95888888888889,56.172916666666666,0.04487179487179487,5.0,1.0,2.0,22.2,94.0,3.0,3.6666666666666665,True,5-6,Q2,Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-10b8f2,Company_151,HealthTech,DE,organic,Basic,47,True,False,2023-01-11,2023-01-01,720,1,True,2024-06-04,2023Q1,18-24 months,2023-02-05,True,12,9,3,0,1,0,0.75,0.6666666666666666,30719,True,True,False,Enterprise,12,30719,491,56,560,29,23,0.17857142857142858,48.10638888888889,51.54255952380952,0.04107142857142857,3.0,0.0,1.0,46.333333333333336,67.0,3.0,4.333333333333333,False,3-4,Q3,Q3,2024-12-31,Engaged Accounts,False
A-439b2f,Company_152,DevTools,US,ads,Enterprise,1,False,True,2024-02-21,2024-02-01,314,2,True,2024-08-02,2024Q1,6-12 months,2024-04-16,True,6,5,1,1,1,0,0.5,0.8333333333333334,1796,True,True,False,Enterprise,5,1796,44,20,171,14,5,0.1,15.075277777777778,45.225833333333334,0.029239766081871343,3.0,0.0,2.0,18.333333333333332,85.33333333333333,0.0,,False,3-4,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-544d0a,Company_153,DevTools,US,organic,Basic,2,True,False,2024-05-02,2024-05-01,243,0,False,,2024Q2,6-12 months,2024-11-29,True,10,9,1,0,1,2,0.4,0.7,18492,True,True,True,Enterprise,10,18492,168,47,510,27,22,0.14893617021276595,42.45166666666667,54.193617021276594,0.043137254901960784,2.0,1.0,1.0,38.5,98.0,2.0,4.0,True,1-2,Q2,Q3,2024-12-31,Engaged Accounts,True
A-ba6516,Company_154,FinTech,US,ads,Pro,27,False,False,2023-10-29,2023-10-01,429,1,True,2024-03-17,2023Q4,12-18 months,2024-03-14,True,13,10,3,0,1,3,0.38461538461538464,0.7692307692307693,28379,True,True,True,Enterprise,13,28379,281,60,642,31,32,0.13333333333333333,59.32055555555556,59.32055555555555,0.04984423676012461,6.0,0.0,1.0,31.5,71.0,4.0,4.0,False,5-6,Q3,Q4 (highest),2024-12-31,Engaged Accounts,False
A-712426,Company_155,HealthTech,US,other,Enterprise,9,False,False,2024-11-10,2024-11-01,51,3,True,2024-11-21,2024Q4,0-6 months,2024-11-10,True,15,12,3,2,2,0,0.5333333333333333,1.0,11197,True,True,False,Enterprise,13,8671,229,70,696,32,31,0.08571428571428572,59.63361111111111,51.11452380952381,0.04454022988505747,6.0,0.0,2.0,37.333333333333336,79.16666666666667,5.0,4.4,False,5-6,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-038089,Company_156,DevTools,FR,other,Pro,5,False,True,2023-12-19,2023-12-01,378,2,True,2024-10-21,2023Q4,12-18 months,,,3,3,0,0,0,0,0.6666666666666666,1.0,2104,False,False,False,Pro,3,2104,46,20,210,15,15,0.05,17.686944444444446,53.060833333333335,0.07142857142857142,6.0,0.0,2.0,30.166666666666668,86.16666666666667,3.0,3.6666666666666665,False,5-6,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-afa505,Company_157,DevTools,US,partner,Basic,70,True,False,2023-12-27,2023-12-01,370,1,True,2024-03-02,2023Q4,12-18 months,2024-02-10,True,9,7,2,1,2,1,0.2222222222222222,0.5555555555555556,66010,True,True,True,Enterprise,8,62580,420,51,507,33,28,0.1568627450980392,45.18694444444444,53.16111111111111,0.055226824457593686,4.0,1.0,2.0,37.25,88.25,2.0,3.0,True,3-4,Q4 (highest),Q3,2024-12-31,Engaged Accounts,True
A-d5a319,Company_158,FinTech,US,other,Enterprise,15,False,True,2023-05-04,2023-05-01,607,0,False,,2023Q2,18-24 months,2023-06-27,True,12,10,2,0,3,2,0.5833333333333334,0.8333333333333334,37847,True,True,True,Enterprise,12,37847,263,59,604,32,43,0.0847457627118644,59.07083333333333,60.07203389830509,0.07119205298013245,1.0,1.0,0.0,17.0,132.0,1.0,4.0,True,1-2,Q4 (highest),Q3,2024-12-31,Engaged Accounts,True
A-f97b9a,Company_159,FinTech,US,event,Pro,16,False,False,2023-07-09,2023-07-01,541,0,False,,2023Q3,18-24 months,2023-09-10,True,11,7,4,0,1,0,0.6363636363636364,0.7272727272727273,23833,True,True,False,Enterprise,11,23833,187,56,561,29,33,0.10714285714285714,48.1225,51.55982142857143,0.058823529411764705,7.0,0.0,3.0,31.714285714285715,61.333333333333336,3.0,3.6666666666666665,False,7+,Q3,Q3,2024-12-31,Engaged Accounts,False
A-2f6a32,Company_160,HealthTech,US,organic,Basic,19,False,False,2024-08-26,2024-08-01,127,0,False,,2024Q3,0-6 months,2024-09-16,True,11,9,2,2,1,0,0.6363636363636364,1.0,7513,True,True,False,Pro,9,6221,179,66,654,32,46,0.09090909090909091,57.57861111111111,52.344191919191914,0.07033639143730887,2.0,0.0,0.0,41.0,72.0,2.0,3.5,False,1-2,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-856b1e,Company_161,FinTech,US,partner,Basic,19,False,False,2023-10-31,2023-10-01,427,0,False,,2023Q4,12-18 months,2024-10-17,False,6,5,1,0,1,0,0.0,0.8333333333333334,6321,True,True,False,Pro,6,6321,129,23,230,17,24,0.17391304347826086,17.61611111111111,45.95507246376812,0.10434782608695652,5.0,1.0,0.0,36.0,68.5,0.0,,True,5-6,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-17939a,Company_162,HealthTech,US,organic,Basic,1,False,False,2024-12-26,2024-12-01,5,0,False,,2024Q4,0-6 months,2024-12-28,True,11,10,1,2,0,0,0.36363636363636365,0.8181818181818182,9669,True,False,False,Enterprise,9,8035,205,47,440,25,43,0.10638297872340426,33.8125,43.16489361702127,0.09772727272727273,7.0,0.0,5.0,38.0,83.42857142857143,4.0,4.5,False,7+,Q2,Q2,2024-12-31,Casual Accounts,True
A-d27f50,Company_163,Cybersecurity,UK,ads,Enterprise,44,False,False,2024-07-20,2024-07-01,164,0,False,,2024Q3,0-6 months,2024-11-29,True,12,10,2,3,1,0,0.4166666666666667,0.75,44815,True,True,False,Enterprise,9,25671,309,50,481,29,31,0.08,47.250277777777775,56.70033333333333,0.06444906444906445,4.0,0.0,2.0,37.5,116.5,4.0,3.75,False,3-4,Q3,Q2,2024-12-31,Casual Accounts,False
A-e36807,Company_164,EdTech,AU,other,Pro,6,False,False,2024-05-17,2024-05-01,228,0,False,,2024Q2,6-12 months,2024-07-07,True,10,8,2,1,0,0,0.5,0.8,12569,True,False,False,Enterprise,9,10707,213,49,446,27,27,0.08163265306122448,39.124722222222225,47.9078231292517,0.06053811659192825,2.0,0.0,1.0,41.0,152.0,2.0,4.5,False,1-2,Q2,Q2,2024-12-31,Casual Accounts,False
A-ff79f2,Company_165,DevTools,US,ads,Basic,8,False,True,2024-04-25,2024-04-01,250,0,False,,2024Q2,6-12 months,2024-10-17,True,9,8,1,2,2,0,0.4444444444444444,0.6666666666666666,27873,True,True,False,Enterprise,7,23408,212,41,393,24,12,0.0975609756097561,37.18,54.40975609756097,0.030534351145038167,2.0,0.0,0.0,50.0,82.5,0.0,,False,1-2,Q2,Q2,2024-12-31,Casual Accounts,False
A-5b1bcd,Company_166,DevTools,US,organic,Pro,73,False,False,2023-09-16,2023-09-01,472,1,True,2024-08-07,2023Q3,12-18 months,2024-04-13,True,15,14,1,1,3,0,0.6666666666666666,0.8666666666666667,133298,True,True,False,Enterprise,14,131911,949,86,869,34,54,0.06976744186046512,69.80111111111111,48.6984496124031,0.06214039125431531,4.0,0.0,3.0,43.25,92.5,2.0,4.5,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-71615e,Company_167,EdTech,US,organic,Basic,15,False,False,2024-05-18,2024-05-01,227,1,True,2024-07-16,2024Q2,6-12 months,2024-08-21,True,13,11,2,0,3,0,0.5384615384615384,0.7692307692307693,40713,True,True,False,Enterprise,13,40713,327,62,620,29,41,0.06451612903225806,54.11083333333333,52.36532258064516,0.06612903225806452,1.0,0.0,0.0,49.0,77.0,0.0,,False,1-2,Q3,Q4 (highest),2024-12-31,Engaged Accounts,True
A-794a0b,Company_168,HealthTech,DE,organic,Basic,23,False,False,2023-06-02,2023-06-01,578,1,True,2024-09-09,2023Q2,18-24 months,2023-08-07,True,7,5,2,0,0,0,0.42857142857142855,0.7142857142857143,10575,True,False,False,Enterprise,7,10575,135,38,347,28,31,0.02631578947368421,26.166666666666668,41.315789473684205,0.0893371757925072,0.0,0.0,0.0,,,0.0,,False,0,Q3,Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-86902e,Company_169,HealthTech,IN,other,Enterprise,34,False,False,2023-05-02,2023-05-01,609,1,True,2024-12-07,2023Q2,18-24 months,2023-07-21,True,10,8,2,1,2,0,0.5,0.9,36041,True,True,False,Enterprise,9,36041,299,63,628,32,36,0.09523809523809523,56.2025,53.52619047619047,0.05732484076433121,9.0,0.0,4.0,40.888888888888886,71.44444444444444,4.0,3.5,False,7+,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-0532a9,Company_170,FinTech,IN,event,Pro,19,False,False,2024-09-25,2024-09-01,97,1,True,2024-10-09,2024Q3,0-6 months,,,10,10,0,0,4,1,0.7,0.5,15161,False,True,True,Enterprise,10,15161,209,54,519,30,30,0.12962962962962962,43.83111111111111,48.70123456790123,0.057803468208092484,8.0,0.0,1.0,30.75,73.375,1.0,3.0,False,7+,Q3,Q3,2024-12-31,Engaged Accounts,False
A-9779ad,Company_171,Cybersecurity,AU,event,Pro,40,True,True,2024-03-29,2024-03-01,277,3,True,2024-04-17,2024Q1,6-12 months,2024-07-07,True,10,8,2,0,0,0,0.4,0.5,51680,True,False,False,Enterprise,10,51680,320,43,413,29,25,0.06976744186046512,30.299722222222222,42.27868217054264,0.06053268765133172,3.0,0.0,2.0,20.666666666666668,116.33333333333333,1.0,5.0,False,3-4,Q3,Q2,2024-12-31,Casual Accounts,False
A-f45426,Company_172,HealthTech,US,organic,Basic,9,False,False,2024-08-05,2024-08-01,148,2,True,2024-08-05,2024Q3,0-6 months,2024-08-05,True,11,8,3,2,0,3,0.45454545454545453,0.7272727272727273,17289,True,False,True,Enterprise,9,14959,121,61,624,33,49,0.08196721311475409,53.23638888888889,52.36366120218579,0.07852564102564102,3.0,0.0,2.0,17.0,69.0,1.0,4.0,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-c1e51e,Company_173,FinTech,US,organic,Basic,3,False,False,2024-10-02,2024-10-01,90,2,True,2024-11-09,2024Q4,0-6 months,,,10,10,0,3,1,1,0.4,1.0,23905,False,True,True,Enterprise,7,18772,148,50,518,28,36,0.14,42.285555555555554,50.742666666666665,0.0694980694980695,5.0,0.0,5.0,40.0,75.6,5.0,3.2,False,5-6,Q3,Q3,2024-12-31,Engaged Accounts,True
A-fa3095,Company_174,FinTech,US,ads,Basic,70,False,False,2023-09-03,2023-09-01,485,1,True,2023-12-23,2023Q3,12-18 months,2023-09-18,True,12,11,1,0,0,0,0.5833333333333334,1.0,69230,True,False,False,Enterprise,12,69230,770,59,600,31,42,0.0847457627118644,56.138888888888886,57.090395480225986,0.07,5.0,0.0,3.0,49.2,84.0,2.0,5.0,False,5-6,Q3,Q3,2024-12-31,Engaged Accounts,True
A-ad64c6,Company_175,DevTools,UK,event,Pro,12,False,False,2024-02-23,2024-02-01,312,2,True,2024-07-03,2024Q1,6-12 months,2024-07-24,True,6,5,1,1,0,0,0.5,0.6666666666666666,14708,True,False,False,Enterprise,5,14120,80,20,215,16,18,0.1,22.1125,66.3375,0.08372093023255814,4.0,0.0,2.0,34.0,98.5,1.0,5.0,False,3-4,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-39b19f,Company_176,FinTech,US,partner,Enterprise,1,False,False,2023-02-03,2023-02-01,697,1,True,2023-03-11,2023Q1,18-24 months,2024-09-04,True,11,9,2,2,1,1,0.2727272727272727,0.7272727272727273,21237,True,True,True,Enterprise,9,11902,208,55,530,30,37,0.09090909090909091,37.51694444444445,40.92757575757575,0.06981132075471698,6.0,1.0,3.0,47.833333333333336,87.5,4.0,4.25,True,5-6,Q3,Q3,2024-12-31,Engaged Accounts,True
A-56962b,Company_177,EdTech,UK,partner,Enterprise,163,False,False,2024-04-09,2024-04-01,266,2,True,2024-07-27,2024Q2,6-12 months,2024-05-15,True,7,5,2,1,1,0,0.2857142857142857,0.8571428571428571,54605,True,True,False,Enterprise,6,54605,815,29,271,16,25,0.13793103448275862,22.76222222222222,47.094252873563214,0.09225092250922509,4.0,0.0,1.0,37.5,105.5,1.0,3.0,False,3-4,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
